title,year,type,root_key,all_ids,sources,draft,jellyplex,drive,draft_mtime,nas_mtime,drive_mtime,episodes,thuyet_minh_vn,sub_langs,folder_local,folder_jellyfin,folder_plex,folder_gdrive
Mission: Impossible - Dead Reckoning Part One,2023,,tvdb-30294,imdb-tt9603212 tmdb-575264 tvdb-30294,jellyfin+plex,0,1,0,,2025-06-13,,,1,"ara,bul,chi,cze,dan,eng,est,fin,fre,gre,heb,hin,hun,ind,jpn,kor,lav,lit,may,nor,pol,por,slo,slv,spa,swe,tha,tur,ukr,vie",,Mission: Impossible - Dead Reckoning Part One.mkv,Nhiệm Vụ: Bất Khả Thi - Nghiệp Báo Phần 1,
Mission: Impossible - Fallout,2018,,tvdb-22,imdb-tt4912910 tmdb-353081 tvdb-22,jellyfin+plex,0,1,0,,2023-10-21,,,0,"eng,fre,por,spa,vie",,Mission Impossible - Fallout (2018).mkv,Nhiệm Vụ: Bất Khả Thi - Sụp Đổ,
Mission: Impossible - Ghost Protocol,2011,,tvdb-384,imdb-tt1229238 tmdb-56292 tvdb-384,jellyfin+plex,0,1,0,,2023-10-21,,,0,"eng,vie",,Mission Impossible - Ghost Protocol (2011).mkv,Nhiệm Vụ: Bất Khả Thi - Chiến Dịch Bóng Ma,
Mission: Impossible - Rogue Nation,2015,,tvdb-484,imdb-tt2381249 tmdb-177677 tvdb-484,jellyfin+plex,0,1,0,,2025-05-11,,,0,eng,,Mission Impossible - Rogue Nation (2015).mkv,Nhiệm Vụ: Bất Khả Thi - Quốc Gia Bí Ẩn,
Mission: Impossible II,2000,,tvdb-818,imdb-tt0120755 tmdb-955 tvdb-818,jellyfin+plex,0,1,0,,2023-10-21,,,0,"eng,vie",,Mission Impossible II (2000).mkv,Nhiệm Vụ: Bất Khả Thi 2,
Mission: Impossible III,2006,,tvdb-827,imdb-tt0317919 tmdb-956 tvdb-827,jellyfin+plex,0,1,0,,2023-10-21,,,0,eng,,Mission Impossible III (2006).mkv,Nhiệm Vụ: Bất Khả Thi 3,
Monster,2004,,tmdb-30981,,jellyfin+plex+local+gdrive,1,1,1,,2026-09-03,,79,0,"eng,vie",Monster (2004) {tvdb-74599} [tvdbid-74599],Monster (2004) {tvdb-74599},MONSTER,Monster (2004) {tvdb-74599} [tvdbid-74599]
Moon Knight,2022,,tvdb-368611,imdb-tt10234724 tmdb-92749 tvdb-368611,jellyfin+plex,0,1,0,,2026-05-13,,6,0,"eng,vie",,Moon Knight,Kỵ Sĩ Mặt Trăng,
Mortal Kombat II,2026,,tvdb-346631,imdb-tt17490712 tmdb-931285 tvdb-346631,jellyfin+plex,0,1,0,,2026-06-03,,,0,,,Mortal Kombat II (2026).strm,Cuộc Chiến Sinh Tử II,
My Neighbor Totoro,1988,,tvdb-339,imdb-tt0096283 tmdb-8392 tvdb-339,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,My.Neighbor.Totoro.1988.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Hàng Xóm Của Tôi Là Totoro,
My Neighbors the Yamadas,1999,,tvdb-5046,imdb-tt0206013 tmdb-16198 tvdb-5046,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Gia đình nhà Yamada.1999.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Gia Đình Nhà Yamada,
Naruto OVA 11: Sunny Side Battle,2013,,tvdb-140096,imdb-tt6163054 tmdb-698916 tvdb-140096,jellyfin+plex,0,1,0,,2023-10-15,,,0,eng,,Naruto OVA 11: Sunny Side Battle.mkv,Naruto OVA 11: Sunny Side Battle,
Naruto OVA 12: The Day Naruto Became Hokage,2016,,tvdb-65859,imdb-tt5866090 tmdb-1017204 tvdb-65859,jellyfin+plex,0,1,0,,2023-10-15,,,0,eng,,Naruto OVA 12: The Day Naruto Became Hokage.mkv,Naruto OVA 13: Ngày Lễ Nhậm Chức Hokage của Naruto,
Naruto OVA 3: Hidden Leaf Village Grand Sports Festival!,2004,,tvdb-133655,imdb-tt1298761 tmdb-619432 tvdb-133655,jellyfin+plex,0,1,0,,2023-10-15,,,0,eng,,Naruto OVA 3: Hidden Leaf Village Grand Sports Festival!.mkv,Naruto OVA 3: Đại Hội Thể Thao Làng Lá,
Naruto OVA 4 - Finally a clash! Jonin VS Genin!! Indiscriminate grand melee tournament meeting!!,,,tvdb-133656,tvdb-133656,plex,0,1,0,,,,,0,,,,Naruto OVA 4 - Finally a clash! Jonin VS Genin!! Indiscriminate grand melee tournament meeting!!,
Naruto OVA 4: Finally a Clash! Jounin VS Genin!! Indiscriminate Grand Melee Tournament!! (2005),2005,,tmdb-1361889,imdb-tt15006294 tmdb-1361889,jellyfin,0,1,0,,2024-06-02,,,0,eng,,Naruto OVA 4: Finally a Clash! Jounin VS Genin!! Indiscriminate Grand Melee Tournament!! (2005).mkv,,
Naruto OVA 5: Hurricane! Konoha Academy Chronicles,2008,,tmdb-1494805,tmdb-1494805,jellyfin,0,1,0,,2025-06-08,,,0,,,"Naruto OVA 5: Hurricane! ""Konoha Academy"" Chronicles.mp4",,
Naruto OVA 6: The Cross Roads,2009,,tvdb-140092,imdb-tt6163076 tmdb-699249 tvdb-140092,jellyfin+plex,0,1,0,,2025-06-08,,,0,,,Naruto OVA 6: The Cross Roads.mp4,Naruto OVA 6: The Cross Roads,
"Naruto OVA 7: Naruto, the Genie, and the Three Wishes, Believe It!",2010,,tvdb-140094,imdb-tt6163022 tmdb-609197 tvdb-140094,jellyfin+plex,0,1,0,,2023-10-15,,,0,eng,,"Naruto OVA 07 - Naruto, the Genie, and the Three Wishes (BD 1080p x264 10-bit FLAC) [48B5F1A6].mkv","Naruto OVA 7: Naruto, Thần Đèn, và 3 Điều Ước",
Naruto OVA 8: Naruto x UT,2011,,tvdb-133657,imdb-tt6163032 tmdb-698940 tvdb-133657,jellyfin+plex,0,1,0,,2023-10-15,,,0,eng,,Naruto OVA 8: Naruto x UT (2011).mkv,Naruto OVA 8: Naruto x UT,
Naruto OVA 9: Chunin Exam on Fire! and Naruto vs. Konohamaru!,2011,,tvdb-64494,imdb-tt6163050 tmdb-189349 tvdb-64494,jellyfin+plex,0,1,0,,2023-10-15,,,0,,,Naruto OVA 9: Chunin Exam on Fire! and Naruto vs Konohamaru! (2011).mkv,Naruto OVA 9: Kỳ thi Chunin rực lửa! Naruto vs Konohamaru!!,
Naruto OVA 10: Uchiha Madara vs Senju Hashirama,2012,,tmdb-699254,imdb-tt5235126 tmdb-699254,jellyfin+plex,0,1,0,,2023-10-15,,,0,,,Naruto OVA 10: Uchiha Madara vs Senju Hashirama.mkv,Naruto OVA 10: Uchiha Madara vs Senju Hashirama,
Naruto Shippuden the Movie,2007,,tvdb-6385,imdb-tt0988982 tmdb-20982 tvdb-6385,jellyfin+plex,0,1,0,,2023-10-14,,,0,,,Naruto Shippuden the Movie (2007).mp4,Naruto Shippuden Movie 1: Cái Chết Tiên Đoán,
Naruto Shippuden the Movie: Blood Prison,2011,,tvdb-10393,imdb-tt1999167 tmdb-75624 tvdb-10393,jellyfin+plex,0,1,0,,2023-10-14,,,0,,,Naruto Shippuden the Movie Blood Prison (2011).mkv,Naruto Shippuden Movie 5: Huyết Ngục,
Naruto Shippuden the Movie: Bonds,2008,,tvdb-9317,imdb-tt1160524 tmdb-17581 tvdb-9317,jellyfin+plex,0,1,0,,2023-10-14,,,1,,,Naruto Shippuden the Movie Bonds (2008).mkv,Naruto Shippuden Movie 2: Nhiệm Vụ Bí Mật,
Naruto Shippuden the Movie: The Lost Tower,2010,,tvdb-7690,imdb-tt1703048 tmdb-50723 tvdb-7690,jellyfin+plex,0,1,0,,2023-10-14,,,0,,,Naruto Shippuden the Movie The Lost Tower (2010).mp4,Naruto Shippuden Movie 4: Tòa Tháp Bị Mất,
Naruto Shippuden the Movie: The Will of Fire,2009,,tvdb-6966,imdb-tt1481363 tmdb-36728 tvdb-6966,jellyfin+plex,0,1,0,,2023-10-14,,,0,,,Naruto Shippuden the Movie The Will of Fire (2009).mkv,Naruto Shippuden Movie 3: Người Kế Thừa Hỏa Chí,
Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006,,tvdb-7139,imdb-tt1071815 tmdb-18861 tvdb-7139,jellyfin+plex,0,1,0,,2023-10-14,,,0,,,Naruto the Movie Guardians of the Crescent Moon Kingdom (2006).mp4,Naruto Movie 3: Những Lính Gác Của Nguyệt Quốc,
Naruto the Movie: Legend of the Stone of Gelel,2005,,tvdb-8904,imdb-tt0791188 tmdb-16910 tvdb-8904,jellyfin+plex,0,1,0,,2023-10-14,,,1,eng,,Naruto the Movie Legend of the Stone of Gelel (2005).mkv,Naruto Movie 2: Huyền Thoại Đá Gelel,
Naruto the Movie: Ninja Clash in the Land of Snow,2004,,tvdb-6041,imdb-tt0476680 tmdb-16907 tvdb-6041,jellyfin+plex,0,1,0,,2023-10-14,,,1,eng,,Naruto the Movie Ninja Clash in the Land of Snow (2004).mkv,Naruto Movie 1: Cuộc Chiến Ở Tuyết Quốc,
Naruto: The Lost Story - Mission: Protect the Waterfall Village!,2003,,tvdb-34209,imdb-tt3634858 tmdb-410685 tvdb-34209,jellyfin+plex,0,1,0,,2023-10-15,,,0,eng,,Naruto OVA 2: The Lost Story - Mission Protect the Waterfall Village!.mkv,Naruto OVA 2: Nhiệm Vụ Bảo Vệ Làng Thác Nước,
Ne Zha,2019,,tvdb-131155,imdb-tt10627720 tmdb-615453 tvdb-131155,jellyfin+plex,0,1,0,,2025-06-08,,,1,"eng,vie",,Ne Zha (2019).mkv,Na Tra: Ma Đồng Giáng Thế,
Ne Zha 2,2025,,tmdb-980477,imdb-tt34956443 tmdb-980477,jellyfin,0,1,0,,2025-08-03,,,1,vie,,Na Zha 2 (2025).mkv,,
Next Avengers: Heroes of Tomorrow,2008,,tvdb-6291,imdb-tt1259998 tmdb-14613 tvdb-6291,jellyfin+plex,0,1,0,,2025-06-04,,,0,,,Next Avengers Heroes of Tomorrow (2008).mp4,Avengers: Thế Hệ Kế Tục,
Ninpu Sentai Hurricaneger Degozaru! Shushuuto 20th Anniversary,2023,,tvdb-348889,imdb-tt23812736 tmdb-1041721 tvdb-348889,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Ninpu Sentai Hurricaneger Degozaru! Shushuuto 20th Anniversary.mkv,Siêu Nhân Cuồng Phong: Kỷ Niệm 20 Năm,
Ninpuu Sentai Hurricaneger,2002,,tvdb-79641,,jellyfin+plex,0,1,0,,2026-05-12,,,0,,,Ninpuu Sentai Hurricaneger,Chiến Đội Nhẫn Phong Hurricanger,
Ninpuu Sentai Hurricaneger Shushuuto: The Movie,2002,,tvdb-36469,imdb-tt2523882 tmdb-200395 tvdb-36469,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Ninpuu Sentai Hurricaneger Shushuuto: The Movie.mkv,Chiến Đội Nhẫn Phong Hurricanger: Bản Điện Ảnh,
Ninpuu Sentai Hurricaneger vs. Gaoranger,2003,,tvdb-23176,imdb-tt0846719 tmdb-200388 tvdb-23176,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Ninpuu Sentai Hurricaneger vs Gaoranger.mkv,Ninpu Sentai Hurricaneger vs. Gaoranger,
Ninpuu Sentai Hurricaneger: 10 YEARS AFTER,2013,,tvdb-45662,imdb-tt2944060 tmdb-228720 tvdb-45662,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Ninpuu Sentai Hurricaneger: 10 YEARS AFTER.mkv,Ninpuu Sentai Hurricaneger: 10 Years After,
No. 1 Sentai Gozyuger,2025,,tvdb-458088,imdb-tt34382036 tmdb-275648 tvdb-458088,jellyfin+plex,0,1,0,,2026-05-12,,55,0,,,No. 1 Sentai Gozyuger,Chiến Đội Số 1 Gozyuger,
No. 1 Sentai Gozyuger: TegaSword of Resurrection,2025,,tvdb-371691,imdb-tt37122012 tmdb-1418823 tvdb-371691,jellyfin+plex,0,1,0,,2025-12-04,,,0,,,No 1 Sentai Gozyuger: TegaSword of Resurrection (2025).mkv,No.1 Sentai Gozyuger: Tega Sword Resurrection,
Ocean Waves,1993,,tvdb-4600,imdb-tt0108432 tmdb-21057 tvdb-4600,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Sóng đại dương.1993.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Sóng Đại Dương,
Ohsama Sentai King-Ohger Final Three Episodes TTFC Special Version,2024,,tmdb-1277668,tmdb-1277668,jellyfin+plex,0,1,0,,2025-05-30,,,0,,,Ohsama Sentai King-Ohger Final Three Episodes TTFC Special Version.mkv,Ohsama Sentai King-Ohger Final Three Episodes TTFC Special Version,
Ohsama Sentai King-Ohger IN SPACE,2024,,tmdb-1305212,imdb-tt32731495 tmdb-1305212,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Ohsama Sentai King-Ohger IN SPACE.mkv,Ohsama Sentai King-Ohger in Space,
Ohsama Sentai King-Ohger vs. Donbrothers,2024,,tvdb-358436,imdb-tt30990872 tmdb-1234950 tvdb-358436,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Ohsama Sentai King-Ohger vs Donbrothers.mkv,Ohsama Sentai King-Ohger vs. Donbrothers,
Ohsama Sentai King-Ohger vs. Kyoryuger,2024,,tmdb-1234951,imdb-tt30990790 tmdb-1234951 tvdb-358437,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Ohsama Sentai King-Ohger vs Kyoryuger.mkv,Ohsama Sentai King-Ohger vs. Kyoryuger,
Ohsama Sentai King-Ohger: Adventure Heaven,2023,,tvdb-353088,imdb-tt27877106 tmdb-1078835 tvdb-353088,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Ohsama Sentai King-Ohger: Adventure Heaven.mkv,Ohsama Sentai King-Ohger: Adventure Heaven,
Oldboy,2003,,tmdb-670,imdb-tt0364569 tmdb-670,jellyfin,0,1,0,,2024-08-04,,,0,,,Oldboy (2013).mkv,,
Oldboy,,,tvdb-4568,imdb-tt1321511 tmdb-87516 tvdb-4568,plex,0,1,0,,,,,0,,,,Đồng Môn,
One Million Yen Girl,2008,,tvdb-16210,imdb-tt1077094 tmdb-69454 tvdb-16210,jellyfin+plex,0,1,0,,2025-12-17,,,0,,,One Million Yen Girl 2008 JAPANESE WEBRip.mp4,One Million Yen Girl,
One Piece,1999,,tvdb-81797,imdb-tt0388629 tmdb-37854 tvdb-81797,jellyfin+plex,0,1,0,,2026-05-12,,,0,,,One Piece (1999) [tmdbid-37854],Đảo Hải Tặc,
ONE PIECE,2023,,tvdb-392276,imdb-tt11737520 tmdb-111110 tvdb-392276,jellyfin+plex,0,1,0,,2026-05-12,,30,1,"eng,ger,pol,rus,ukr,vie",,One Piece (2023),ONE PIECE (2023),
"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",2014,,tvdb-9412,imdb-tt5098548 tmdb-290271 tvdb-9412,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece 3D2Y Overcome Aces Death Luffys Vow to his Friends (2014).mkv,Đảo Hải Tặc: 3 Ngày 2 Năm,
One Piece Episode of East Blue,2017,,tvdb-40596,imdb-tt11757066 tmdb-541867 tvdb-40596,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Episode of East Blue (2017).mkv,Đảo Hải Tặc: Phần Về Biển Đông,
One Piece Episode of Merry: The Tale of One More Friend,2013,,tvdb-16114,imdb-tt3354352 tmdb-245538 tvdb-16114,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Episode of Merry The Tale of One More Friend (2013).mp4,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,
One Piece Episode of Nami: Tears of a Navigator and the Bonds of Friends,2012,,tvdb-11046,imdb-tt2598466 tmdb-215180 tvdb-11046,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Episode of Nami: Tears of a Navigator and the Bonds of Friends (2012).mkv,One Piece: Episode of Nami - Tears of a Navigator and the Bonds of Friends,
One Piece Episode of Sabo: The Three Brothers' Bond - The Miraculous Reunion and the Inherited Will,2015,,tvdb-29718,imdb-tt6597356 tmdb-373877 tvdb-29718,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Episode of Sabo The Three Brothers Bond - The Miraculous Reunion and the Inherited Will (2015).mkv,"One Piece: Episode of Sabo - Bond of Three Brothers, a Miraculous Reunion and an Inherited Will",
One Piece Film Red,2022,,tvdb-318462,imdb-tt16183464 tmdb-900667 tvdb-318462,jellyfin+plex,0,1,0,,2025-05-14,,,0,"jpn,vie",,One Piece Film Red (2022).mkv,One Piece Film: Red,
One Piece Film: GOLD,2016,,tvdb-7305,imdb-tt5251328 tmdb-374205 tvdb-7305,jellyfin+plex,0,1,0,,2025-05-14,,,0,,,One Piece Film GOLD (2016).mkv,One Piece: GOLD,
One Piece Film: Strong World,2009,,tvdb-3387,imdb-tt1485763 tmdb-41498 tvdb-3387,jellyfin+plex,0,1,0,,2025-05-14,,,0,,,One Piece Film Strong World (2009).mkv,One Piece: Thế Giới Sức Mạnh,
One Piece Film: Z,2012,,tvdb-6270,imdb-tt2375379 tmdb-176983 tvdb-6270,jellyfin+plex,0,1,0,,2025-05-14,,,0,,,One Piece Film Z (2012).mkv,One Piece: Z - Kỳ Phùng Địch Thủ,
One Piece Mugiwara Chase,2011,,tvdb-15225,imdb-tt1865467 tmdb-79082 tvdb-15225,jellyfin+plex,0,1,0,,2023-10-20,,,0,vie,,One Piece 3D - Mugiwara Chase 2011.mp4,One Piece: Truy Tìm Mũ Rơm,
"One Piece Special: Open Upon the Great Sea! A Father's Huge, HUGE Dream!",2003,,tvdb-180994,imdb-tt1003286 tmdb-693356 tvdb-180994,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Special Open Upon the Great Sea A Fathers Huge HUGE Dream (2003).mkv,"One Piece: Open Upon the Great Sea! A Father's Huge, Huge Dream!",
One Piece Special: Protect! The Last Great Stage,2003,,tvdb-85083,imdb-tt1010037 tmdb-364728 tvdb-85083,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Special Protect The Last Great Stage (2003).mkv,One Piece: Protect! The Last Great Stage,
One Piece Special: The Detective Memoirs of Chief Straw Hat Luffy,2005,,tvdb-136747,imdb-tt1012787 tmdb-364982 tvdb-136747,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Special The Detective Memoirs of Chief Straw Hat Luffy (2005).mkv,The Detective Memoirs of Chief Straw Hat Luffy,
One Piece: Adventure of Nebulandia,2015,,tvdb-15886,imdb-tt6609162 tmdb-373879 tvdb-15886,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Adventure of Nebulandia (2015).mkv,One Piece: Adventure of Nebulandia (2015),
One Piece: Baron Omatsuri and the Secret Island,2005,,tvdb-6656,imdb-tt1018764 tmdb-44729 tvdb-6656,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece Baron Omatsuri and the Secret Island (2005).mkv,One Piece: Nam Tước Omatsuri Và Hòn Đảo Bí Mật,
One Piece: Chopper's Kingdom on the Island of Strange Animals,2002,,tvdb-12675,imdb-tt0997084 tmdb-44725 tvdb-12675,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece Choppers Kingdom on the Island of Strange Animals (2002).mkv,One Piece: Vua Thú Chopper,
One Piece: Clockwork Island Adventure,2001,,tvdb-9876,imdb-tt0832449 tmdb-23446 tvdb-9876,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece Clockwork Island Adventure (2001).mkv,One Piece: Cuộc Phiêu Lưu Trên Đảo Đồng Hồ,
One Piece: Curse of the Sacred Sword,2004,,tvdb-7786,imdb-tt1010435 tmdb-44728 tvdb-7786,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece Curse of the Sacred Sword (2004).mkv,One Piece: Lời Nguyền Thánh Kiếm,
One Piece: Dead End Adventure,2003,,tvdb-9746,imdb-tt1006926 tmdb-44727 tvdb-9746,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece Dead End Adventure (2003).mkv,One Piece: Cuộc Đua Tử Thần,
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",2008,,tvdb-16765,imdb-tt1206326 tmdb-44731 tvdb-16765,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece Episode of Chopper Plus Bloom in the Winter Miracle Cherry Blossom (2008).mkv,One Piece: Hoa Anh Đào Kỳ Diệu,
One Piece: Episode of Luffy - Hand Island Adventure,2012,,tvdb-7711,imdb-tt3354344 tmdb-172329 tvdb-7711,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Episode of Luffy - Hand Island Adventure (2012).mp4,One Piece: Episode of Luffy - Adventure on Hand Island,
One Piece: Episode of Skypiea,2018,,tvdb-24465,imdb-tt11744496 tmdb-545742 tvdb-24465,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Episode of Skypiea (2018).mkv,One Piece: Episode of Skypiea,
One Piece: Giant Mecha Soldier of Karakuri Castle,2006,,tvdb-7072,imdb-tt1059950 tmdb-44730 tvdb-7072,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece Giant Mecha Soldier of Karakuri Castle (2006).mkv,One Piece: Tên Khổng Lồ Trong Lâu Đài Karakuri,
One Piece: Heart of Gold,2016,,tvdb-66124,imdb-tt6425816 tmdb-433157 tvdb-66124,jellyfin+plex,0,1,0,,2023-10-20,,,0,,,One Piece Heart of Gold (2016).mkv,Đảo Hải Tặc: Trái Tim Vàng,
One Piece: Stampede,2019,,tvdb-131535,imdb-tt9430698 tmdb-568012 tvdb-131535,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece Stampede (2019).mkv,One Piece: Lễ Hội Hải Tặc,
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007,,tvdb-15134,imdb-tt1037116 tmdb-25278 tvdb-15134,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece The Desert Princess and the Pirates Adventure in Alabasta (2007).mkv,One Piece: Cuộc Chiến Ở Vương Quốc Alabasta,
One Piece: The Movie,2000,,tvdb-8045,imdb-tt0814243 tmdb-19576 tvdb-8045,jellyfin+plex,0,1,0,,2025-05-14,,,0,vie,,One Piece The Movie (2000).mkv,One Piece: Đảo Châu Báu,
One-Punch Man,2015,,tvdb-293088,imdb-tt4508902 tmdb-63926 tvdb-293088,jellyfin+plex,0,1,0,,2026-05-12,,53,0,"eng,zxx",,One Punch Man,Thánh Phồng Tôm,
Only Yesterday,1991,,tvdb-6540,imdb-tt0102587 tmdb-15080 tvdb-6540,jellyfin+plex,0,1,0,,2025-06-22,,,1,"eng,vie",,Only.Yesterday.1991.1080P.NF.WEB-DL.AAC.H264-KM.mkv,Chỉ Còn Ngày Hôm Qua,
Perfect Number,,,tvdb-26718,imdb-tt2411024 tmdb-138665 tvdb-26718,plex,0,1,0,,,,,0,,,,Con Số Hoàn Hảo,
Pirates of the Caribbean: At World's End,2007,,tvdb-196,imdb-tt0449088 tmdb-285 tvdb-196,jellyfin+plex,0,1,0,,2025-06-24,,,0,"eng,fre,spa,vie",,Pirates of the Caribbean - At Worlds End (2007) (1080p BluRay x265 10bit Tigole)-KM.mkv,Cướp Biển Vùng Caribbean: Nơi Tận Cùng Thế Giới,
Pirates of the Caribbean: Dead Man's Chest,2006,,tvdb-177,imdb-tt0383574 tmdb-58 tvdb-177,jellyfin+plex,0,1,0,,2025-06-23,,,0,"eng,fre,spa,vie",,Pirates of the Caribbean - Dead Mans Chest (2006) (1080p BluRay x265 10bit Tigole)-KM.mkv,Cướp Biển Vùng Caribbean: Chiếc Rương Tử Thần,
Pirates of the Caribbean: Dead Men Tell No Tales,2017,,tvdb-287,imdb-tt1790809 tmdb-166426 tvdb-287,jellyfin+plex,0,1,0,,2025-06-23,,,0,"eng,fre,spa,vie",,Pirates of the Caribbean.Dead Men Tell No Tales.2017.2160p.UHD.BluRay.TrueHD7.1.Atmos.x265-HQMUX-KM.mkv,Cướp Biển Vùng Caribbean: Salazar Báo Thù,
Pirates of the Caribbean: On Stranger Tides,2011,,tvdb-211,imdb-tt1298650 tmdb-1865 tvdb-211,jellyfin+plex,0,1,0,,2025-06-23,,,0,"ara,bul,dut,eng,est,gre,heb,hun,ind,por,rum,spa,tur,vie",,Pirates.Of.The.Caribbean.On.Stranger.Tides.2011.1080p.DTS.x264-HDMaNiAcS-KM.mkv,Cướp Biển Vùng Caribbean: Suối Nguồn Tươi Trẻ,
Pirates of the Caribbean: The Curse of the Black Pearl,,,tvdb-64,imdb-tt0325980 tmdb-22 tvdb-64,plex,0,1,0,,,,,0,,,,Cướp Biển Vùng Caribbean: Lời Nguyền Tàu Ngọc Trai Đen,
Planet Hulk,2010,,tvdb-5384,imdb-tt1483025 tmdb-30675 tvdb-5384,jellyfin+plex,0,1,0,,2025-06-04,,,0,,,Planet Hulk 2010 -.mp4,Hành Tinh Người Khổng Lồ Xanh,
Planet of the Apes,2001,,tvdb-2032,imdb-tt0133152 tmdb-869 tvdb-2032,jellyfin+plex,0,1,0,,2023-10-21,,,0,"dan,dut,eng,fin,fre,ger,nor,swe",,Planet of the Apes (2001).mkv,Hành Tinh Khỉ,
Platinum Data,2013,,tvdb-59249,imdb-tt2282917 tmdb-208429 tvdb-59249,jellyfin+plex,0,1,0,,2023-05-18,,,0,,,Platinum Data (2013).mp4,Platinum Data,
Pokémon 3: The Movie,2000,,tvdb-2112,imdb-tt0235679 tmdb-10991 tvdb-2112,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon 3: The Movie - Spell of the Unown (2000).mp4,Pokémon: Đế Vương Của Tháp Tinh Thể Entei,
Pokémon 4Ever,2001,,tvdb-4892,imdb-tt0287635 tmdb-12600 tvdb-4892,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon 4Ever - Celebi: Voice of the Forest (2001).mp4,Pokemon : Celebi Và Cuộc Gặp Gỡ Vượt Thời Gian,
Pokémon Heroes,2002,,tvdb-5257,imdb-tt0347791 tmdb-33875 tvdb-5257,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon Heroes - Latios and Latias (2002).mp4,Pokémon: Latias và Latios - Thần hộ mệnh của Thành phố Nước,
Pokémon Ranger and the Temple of the Sea,2006,,tvdb-9881,imdb-tt1000095 tmdb-16808 tvdb-9881,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon Ranger and the Temple of the Sea (2006).mp4,Pokémon: Pokémon Ranger Và Hoàng Tử Biển Cả Manaphy,
Pokémon the Movie 2000,1999,,tvdb-2019,imdb-tt0210234 tmdb-12599 tvdb-2019,jellyfin+plex,0,1,0,,2026-02-01,,,0,,,Pokémon the Movie 2000 (1999) - The Power of One.mp4,Pokémon: Sự bùng nổ của Lugia huyền thoại,
Pokémon the Movie: Black - Victini and Reshiram,2011,,tvdb-7853,imdb-tt1961324 tmdb-115223 tvdb-7853,jellyfin+plex,0,1,0,,2026-02-02,,,0,,,Pokémon the Movie: Black - Victini and Reshiram (2011).mp4,Pokémon: Black - Victini và Reshiram,
Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,,tvdb-9634,imdb-tt3918368 tmdb-303903 tvdb-9634,jellyfin+plex,0,1,0,,2026-02-02,,,0,,,Pokémon the Movie: Diancie and the Cocoon of Destruction (2014).mp4,Pokémon: Diancie và Chiếc Kén Hủy Diệt,
Pokémon the Movie: Genesect and the Legend Awakened,2013,,tvdb-8523,imdb-tt3257582 tmdb-227679 tvdb-8523,jellyfin+plex,0,1,0,,2026-02-02,,,0,,,Pokémon the Movie: Genesect and the Legend Awakened (2013).mp4,Pokémon: Genesect thần tốc và Mewtwo huyền thoại thức tỉnh,
